AAAAMMJJ,0
2013-09-01,16.312594608231826
2013-09-02,16.497311731288754
2013-09-03,18.602833063890944
2013-09-04,20.945903523187717
2013-09-05,21.34650601042723
2013-09-06,18.274345709135922
2013-09-07,15.643199591471506
2013-09-08,14.643269220270247
2013-09-09,14.435312071305614
2013-09-10,14.109707101373228
2013-09-11,12.817264722231762
2013-09-12,13.470984814478232
2013-09-13,15.297344994819902
2013-09-14,15.330427840062898
2013-09-15,13.512225569739263
2013-09-16,12.46770616051189
2013-09-17,12.469335986861953
2013-09-18,14.950707403387879
2013-09-19,13.300062817400786
2013-09-20,14.512635681207636
2013-09-21,14.477371811104959
2013-09-22,16.172114827711678
2013-09-23,16.565744330860433
2013-09-24,16.605508564577274
2013-09-25,17.494535710489224
2013-09-26,18.321237497576217
2013-09-27,18.613013851251008
2013-09-28,17.676993343694924
2013-09-29,15.831807059033073
2013-09-30,15.403445463307891
2013-10-01,15.863922335698714
2013-10-02,17.15534541399815
2013-10-03,17.763638659646997
2013-10-04,16.76712564602244
2013-10-05,14.865222519465489
2013-10-06,13.449569441146721
2013-10-07,13.339571452839229
2013-10-08,13.581972955208
2013-10-09,13.440375669976753
2013-10-10,9.385495708434277
2013-10-11,7.383629699491745
2013-10-12,7.2517076026723
2013-10-13,9.251729925932752
2013-10-14,12.15309973070715
2013-10-15,12.57823680309308
2013-10-16,13.386040536121161
2013-10-17,12.94305000915693
2013-10-18,12.660941692840305
2013-10-19,15.389604696315825
2013-10-20,15.14767340211202
2013-10-21,15.819385897106907
2013-10-22,17.374179398682926
2013-10-23,15.264392614128422
2013-10-24,14.159684226031649
2013-10-25,16.603743223683345
2013-10-26,16.801244518934247
2013-10-27,14.877455315085676
2013-10-28,14.027732251406443
2013-10-29,9.751589234927511
2013-10-30,7.799992935050666
2013-10-31,8.078701768474302
2013-11-01,9.94759135283881
2013-11-02,13.171484396317691
2013-11-03,9.857456987141202
2013-11-04,9.45810947948301
2013-11-05,9.444149624683588
