time,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Corse,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2022-02-01,4.205851745833333,4.060221279166667,5.199641716666666,4.7783424875,3.561165045833333,5.454613525,6.432882175,6.416778608333334,3.152588925,6.0484118,4.748807725,5.744050475000001,4.977422633333333
2022-02-02,3.1564690583333337,3.1787537083333333,3.4103630458333334,3.3987716833333335,2.3834729666666665,4.102714491666666,4.987000929166666,4.406739545833333,2.294659166666667,4.454042879166667,3.1101015083333334,5.5846633,3.6637985875
2022-02-03,2.2349943583333336,2.0161677541666667,3.373046825,2.801908941666667,2.2179473583333333,2.9466214875,4.7260706416666665,4.2189606,2.2069167375,2.5025233124999997,3.111281625,2.1873033208333332,3.3963046041666662
2022-02-04,2.4537105208333334,3.7376352291666666,4.975356483333333,4.6585297,2.0612527125,5.098637454166666,6.9862205875,6.097625470833333,3.139985225,2.935682741666667,4.232595475,2.2807106833333335,5.3063616125
2022-02-05,2.6096594583333332,2.2317464333333334,4.1317368708333335,3.1496584833333334,1.8591971833333334,3.7425084625,5.961910766666667,5.229399925,2.2796016833333335,3.726290516666667,3.0580126,3.3219539541666667,3.9463241916666667
2022-02-06,3.50586185,6.5476134749999995,8.602581470833334,8.0688256375,2.478711016666667,8.614034733333334,11.07400175,10.298818458333333,4.351978145833333,3.7452707125,7.983105774999999,3.4058368583333336,8.727290091666667
2022-02-07,3.9843158874999998,3.2252698875,3.1814100708333335,2.9695413316666666,4.358101783333333,4.000066108333333,4.870287579166667,3.6851749083333334,3.176793726666667,5.486413308333333,2.7967460249999996,5.5353619583333336,3.1462444166666668
2022-02-08,1.9167460708333335,1.433438605,2.1080206625,1.9874743708333333,2.1667269416666666,3.0849679875000002,5.273991612500001,3.775211825,1.712979625,2.2005836958333336,1.4287545416666667,2.0780527125,3.0239127791666665
2022-02-09,2.2289172875000003,2.0986012583333333,1.5903844875,2.46410495,1.8927402041666666,2.212614175,2.9380392625000002,1.9076614291666667,3.0463335958333335,2.652222779166667,2.132905779166667,1.8160387916666665,1.8774615654166666
2022-02-10,2.159868675,2.9998024875000002,3.3822870416666664,3.3889096791666664,1.7326585958333334,3.9509500041666663,3.8237464125000002,3.7271471458333334,2.8301163333333332,1.8573849083333334,2.9375322374999997,1.8841857583333332,3.7712528958333333
2022-02-11,3.2492869,3.1293613125,1.7287648054166667,2.6983486583333334,1.7821245083333332,2.3692336291666667,2.4815696875,1.8637400333333334,3.3498803375,2.7985371208333336,2.4688219916666667,2.8758257041666666,1.68068358625
2022-02-12,2.1216520083333332,2.305355908333333,3.774767804166667,2.903527658333333,2.4794361916666667,2.224399716666667,4.348231141666667,4.424421208333333,2.2779698749999997,2.7356177291666666,2.9000053875000003,2.2524864416666666,2.855284608333333
2022-02-13,4.4963235625,4.6447085,8.1426302375,5.560653558333333,1.66089124375,4.696686475,7.450522254166667,8.088463645833334,5.282867829166666,4.689011954166667,6.8444719125,2.889339204166667,5.611367854166667
2022-02-14,3.7552165166666662,4.950283558333333,5.507087320833333,6.2328934416666675,2.0927701375,5.4410175249999995,6.8176333875,6.064122570833334,5.406171995833333,4.6484201,5.700924054166666,3.0509312041666665,5.827432295833333
2022-02-15,3.0611011500000003,4.174452879166666,6.183554779166666,5.803403595833333,4.123186225,4.913294779166667,6.596048916666667,6.3607067375,4.040766945833333,4.8915201375,5.825795074999999,3.9977213708333337,5.801161679166667
2022-02-16,3.6073415499999997,6.590224170833333,8.504973195833333,8.257483683333334,2.5418850041666667,7.859510025,10.269978625,9.588820208333333,6.0197936625,4.997166954166667,8.413354404166666,2.887623079166667,8.5503274375
2022-02-17,3.5193625083333333,5.597195200000001,5.825030595833333,6.439004733333333,2.1867482,7.426088758333333,8.908866404166666,7.714773741666666,4.4935417499999994,4.793437029166667,6.105918066666667,4.344752270833333,6.751256641666667
2022-02-18,3.5306240333333334,5.769954258333333,9.081693141666667,7.9476596125,2.50386435,7.322632016666667,10.639336295833333,10.293048354166666,4.426202325,2.8671763416666667,8.315263241666667,2.0581989125,8.3520990375
2022-02-19,3.1414269583333336,4.1922272666666665,6.2774346,5.869145270833333,2.0320957083333333,6.283217675,8.5793278625,7.798558716666666,2.8715108666666667,3.825891754166667,5.940723804166667,3.9596883999999997,6.872400170833333
2022-02-20,3.2995383625,5.9702042125000006,8.313222466666668,7.845726541666667,2.0478231541666667,7.8660336541666664,10.478780879166667,9.650203554166668,4.757809820833333,3.8351658208333332,7.869395708333333,3.667801783333333,8.490041020833333
2022-02-21,5.7165036124999995,7.015342925,8.461835845833333,8.5894572125,6.4140991375,7.926016220833333,9.8300485375,10.179798933333332,6.416036275,7.188016379166666,8.2693313125,5.618547245833334,8.313898225
2022-02-22,3.5472397124999997,4.031766916666666,5.001218033333333,4.988726041666667,3.2376845166666666,5.181863241666666,6.148595037500001,6.011166495833333,2.8350021541666663,4.5761463375,4.7586473,5.104723262499999,5.058007675
2022-02-23,2.0939132875,1.5945932483333332,2.2824734625,1.8190208958333332,2.0193819125,2.077992808333333,3.5049465166666667,3.042600325,1.3959527083333334,2.2033537666666665,1.6513895833333334,2.564309666666667,2.0702096058333335
2022-02-24,3.0022234375,3.8990667958333334,5.920295233333333,4.450285129166667,2.0789702791666667,4.857265412499999,6.978101925,6.983145441666667,2.8681340625,3.112731466666667,4.638816654166667,2.2684172041666666,5.1744700749999994
2022-02-25,3.5526129374999997,2.4570860624999997,2.799767270833333,2.7295092708333333,2.6482697125,3.806773979166667,4.77909025,3.881697733333333,2.0108596208333336,3.9988906083333333,2.3380157208333334,4.360812083333333,3.6039547375
2022-02-26,3.0188105249999997,3.7879313833333335,5.0435719875,3.921796133333333,4.845966583333333,2.98287195,3.1654564541666663,4.341420533333333,3.76847705,3.6074318125,4.861029508333334,2.5724883750000003,3.3774806229166665
2022-02-27,1.829529175,3.114827275,4.49483605,3.156118854166667,3.377076283333333,4.382300158333334,5.523171770833333,5.495843,2.124515279166667,2.1342696208333334,3.9165233,1.8756476208333333,4.1742435
2022-02-28,1.8467202291666667,1.9028239125,4.420275695833333,1.5944558304166667,2.3490908875,2.4148029374999997,3.9853796791666665,3.9286406666666664,1.2731540970833333,1.834813875,2.159083275,2.2655541708333335,2.068542925
2022-03-01,1.8291964500000002,1.656748075,3.591859970833333,1.6129024654166668,2.7680321666666665,1.6065271,2.3055577916666667,3.2523953416666664,1.8563721958333332,2.9978985125000004,2.6802274083333333,2.486528558333333,1.4757402624999998
2022-03-02,2.0214189541666667,1.7835247166666666,3.683513445833333,1.9893769125,1.9683137166666667,1.9488266791666666,2.5408948166666665,2.7290471875000004,2.819321841666667,2.6656395416666667,2.2129007208333333,1.70277325,1.8796420791666666
2022-03-03,1.4693029624999998,1.32786889375,3.9862166458333337,1.6507652291666666,1.4986299041666669,1.5452292125,2.2667757833333333,2.7589282416666667,2.081436,1.6893273583333333,3.174722758333333,1.4171435666666667,1.7016502041666666
